"corporate cage free campaigns","campañas corporativas para la eliminación de las jaulas","EN","ES"
"cosmic commons","bienes cósmicos comunales","EN","ES"
"cosmological commons","bienes cosmológicos comunales","EN","ES"
"cosmopolitanism","cosmopolitismo","EN","ES"
"cost","costo","EN","ES"
"cost and benefit","costos y beneficios","EN","ES"
"cost-benefit","costo-beneficio","EN","ES"
"cost-benefit analysis","análisis de costo-beneficio","EN","ES"
"cost-effective","costo-eficaz","EN","ES"
"cost-effectiveness","costo-eficacia","EN","ES"
"cost-effectiveness analysis","análisis de costo-eficacia","EN","ES"
"costs","costos","EN","ES"
"counterfactual","contrafáctico","EN","ES"
"counterfactual reasoning","razonamiento contrafáctico","EN","ES"
"credal resilience","resiliencia de la convicción","EN","ES"
"credence","grado de creencia","EN","ES"
"criminal justice reform","reforma de la justicia penal","EN","ES"
"crucial consideration","consideración crucial","EN","ES"
"crustacean welfare","bienestar de los crustáceos","EN","ES"
"crux","punto crucial","EN","ES"
"cryonics","criónica","EN","ES"
"Cuban missile crisis","crisis de los misiles de Cuba","EN","ES"
"cultivated meat","carne cultivada","EN","ES"
"cultural evolution","evolución cultural","EN","ES"
"cultural lag","retraso cultural","EN","ES"
"cultural persistence","persistencia cultural","EN","ES"
"cultured meat","carne cultivada","EN","ES"
"debunking argument","argumento genealógico","EN","ES"
"decision theory","teoría de la decisión","EN","ES"
"decision-theoretic uncertainty","incertidumbre sobre las teorías de la decisión","EN","ES"
"decisive strategic advantage","ventaja estratégica decisiva","EN","ES"
"DeepMind","DeepMind","EN","ES"
"defense in depth","defensa en profundidad","EN","ES"
"deliberation ladder","escalera de deliberación","EN","ES"
"demandingness of morality","exigencias de la moral","EN","ES"
"Democracy Defense Fund","Democracy Defense Fund","EN","ES"
"deontology","deontología","EN","ES"
"Development Media International","Development Media International","EN","ES"
"Deworm the World Initiative","Deworm the World Initiative","EN","ES"
"deworming","desparasitación","EN","ES"
"dietary change","cambio en la dieta","EN","ES"
"differential progress","progreso diferencial","EN","ES"
"digital person","persona digital","EN","ES"
"diminishing returns","rendimientos decrecientes","EN","ES"
"disability-adjusted life year","año de vida ajustado por discapacidad","EN","ES"
"discount rate over time","tasa de descuento temporal","EN","ES"
"disease burden","carga de la enfermedad","EN","ES"
"disentanglement research","investigación para el esclarecimiento","EN","ES"
"Dispensers for Safe Water","Dispensers for Safe Water","EN","ES"
"divestment","desinversión","EN","ES"
"Doebem","Doebem","EN","ES"
"donation matching","igualación de las donaciones","EN","ES"
"donation pledge","compromiso de donación","EN","ES"
"Donational","Donational","EN","ES"
"donor lotteries","sorteo para donantes","EN","ES"
"doomsday argument","argumento del juicio final","EN","ES"
"dual use","doble uso","EN","ES"
"dystopia","distopía","EN","ES"
"EA Giving Tuesday","EA Giving Tuesday","EN","ES"
"EAEcon","EAEcon","EN","ES"
"earning to give","ganar para donar","EN","ES"
"economics of artificial intelligence","economía de la inteligencia artificial","EN","ES"
"effective altruism","altruismo eficaz","EN","ES"
"Effective Altruism and Consulting Network","Effective Altruism and Consulting Network","EN","ES"
"Effective Altruism Anywhere","Effective Altruism Anywhere","EN","ES"
"Effective Altruism Coaching","Effective Altruism Coaching","EN","ES"
"Effective Altruism Forum","Effective Altruism Forum","EN","ES"
"Effective Altruism Foundation","Effective Altruism Foundation","EN","ES"
"Effective Altruism Funds","Effective Altruism Funds","EN","ES"
"Effective Altruism Hub","Effective Altruism Hub","EN","ES"
"Effective Altruism Infrastructure Fund","Effective Altruism Infrastructure Fund","EN","ES"
"Effective Altruism Israel","Effective Altruism Israel","EN","ES"
"Effective Altruism London","Effective Altruism London","EN","ES"
"effective giving","donación eficaz","EN","ES"
"Effektiv-Spenden.org","Effektiv-Spenden.org","EN","ES"
"electoral reform","reforma electoral","EN","ES"
"emergency food","alimentos de emergencia","EN","ES"
"emergency response","respuesta en casos de emergencia","EN","ES"
"Emergent Ventures","Emergent Ventures","EN","ES"
"empirical stabilizing assumption","supuesto estabilizador empírico","EN","ES"
"engineered pandemic","pandemia artificial","EN","ES"
"environmental science","ciencias ambientales","EN","ES"
"epistemic deference","deferencia epistémica","EN","ES"
"epistemic rationality","racionalidad epistémica","EN","ES"
"epistemology","epistemología","EN","ES"
"equal consideration of interests","igual consideración de intereses","EN","ES"
"estimation of existential risk","estimación del riesgo existencial","EN","ES"
"ethics of artificial intelligence","ética de la inteligencia artificial","EN","ES"
"ethics of existential risk","ética del riesgo existencial","EN","ES"
"ethics of personal consumption","ética del consumo personal","EN","ES"
"European Summer Program on Rationality","European Summer Program on Rationality","EN","ES"
"Evidence Action","Evidence Action","EN","ES"
"evidential symmetry","simetría de evidencia","EN","ES"
"evolution heuristic","heurística de la evolución","EN","ES"
"excited altruism","altruismo entusiasta","EN","ES"
"excited altruist","altruista entusiasta","EN","ES"
"Executive Office of the Secretary-General","Oficina Ejecutiva del Secretario General","EN","ES"
"existential catastrophe","catástrofe existencial","EN","ES"
"existential risk","riesgo existencial","EN","ES"
"existential risk factor","factor de riesgo existencial","EN","ES"
"existential risks from fundamental physics research","riesgos existenciales derivados de la investigación en física fundamental","EN","ES"
"existential security","seguridad existencial","EN","ES"
"existential security factor","factor de seguridad existencial","EN","ES"
"expectation","expectativa","EN","ES"
"expected value","valor esperado","EN","ES"
"explore-exploit tradeoff","disyuntiva entre explorar y explotar","EN","ES"
"extraterrestrial intelligence","inteligencia extraterrestre","EN","ES"
"extreme cost","costo extremo","EN","ES"
"fair trade","comercio justo","EN","ES"
"family planning","planificación familiar","EN","ES"
"far future","futuro lejano","EN","ES"
"farm animal welfare","bienestar animal en las granjas","EN","ES"
"Faunalytics","Faunalytics","EN","ES"
"Felicifia","Felicifia","EN","ES"
"Fermi estimation","estimación de Fermi","EN","ES"
"Fermi paradox","paradoja de Fermi","EN","ES"
"field building","construcción de campo","EN","ES"
"fish welfare","bienestar de los peces","EN","ES"
"Fish Welfare Initiative","Fish Welfare Initiative","EN","ES"
"flourishing futures","futuros prósperos","EN","ES"
"flow-through effects","efectos indirectos de largo alcance","EN","ES"
"Food Fortification Initiative","Food Fortification Initiative","EN","ES"
"food security","seguridad alimentaria","EN","ES"
"forecast","pronóstico","EN","ES"
"foreign aid","ayuda exterior","EN","ES"
"foreign aid skepticism","escepticismo sobre la ayuda exterior","EN","ES"
"Foresight Institute","Foresight Institute","EN","ES"
"Forethought Foundation","Forethought Foundation","EN","ES"
"Founders Pledge","Founders Pledge","EN","ES"
"friendly AI","AI amigable","EN","ES"
"Fund for Alignment Research","Fund for Alignment Research","EN","ES"
"Future Fund","Future Fund","EN","ES"
"Future of Humanity Institute","Future of Humanity Institute","EN","ES"
"Future of Life Institute","Future of Life Institute","EN","ES"
"future people","personas futuras","EN","ES"
"Futures Lab","Laboratorios de Futuros","EN","ES"
"game theory","teoría de juegos","EN","ES"
"GCR","RCG","EN","ES"
"gene drive","genética dirigida","EN","ES"
"Generation Pledge","Generation Pledge","EN","ES"
"geomagnetic storms","tormentas geomagnéticas","EN","ES"
"GiEffektivt.no","GiEffektivt.no","EN","ES"
"GiveDirectly","GiveDirectly","EN","ES"
"GiveWell","GiveWell","EN","ES"
"Giving Green","Giving Green","EN","ES"
"Giving Multiplier","Giving Multiplier","EN","ES"
"Giving What We Can","Giving What We Can","EN","ES"
"Global Alliance for Improved Nutrition","Global Alliance for Improved Nutrition","EN","ES"
"global burden of disease","carga global de la enfermedad","EN","ES"
"global catastrophe","catástrofe global","EN","ES"
"global catastrophic biological risk","riesgo biológico catastrófico global","EN","ES"
"global catastrophic risk","riesgo catastrófico global","EN","ES"
"Global Catastrophic Risk Institute","Global Catastrophic Risk Institute","EN","ES"
"Global Challenges Foundation","Global Challenges Foundation","EN","ES"
"global development","desarrollo global","EN","ES"
"global governance","gobernanza global","EN","ES"
"global health","salud global","EN","ES"
"global health and development","salud y desarrollo globales","EN","ES"
"Global Health and Development Fund","Global Health and Development Fund","EN","ES"
"global health and wellbeing","salud y bienestar globales","EN","ES"
"global poverty","pobreza global","EN","ES"
"Global Priorities Institute","Global Priorities Institute","EN","ES"
"global priorities research","investigación sobre prioridades globales","EN","ES"
"global public goods","bienes públicos globales","EN","ES"
"Good Food Institute","Good Food Institute","EN","ES"
"governance of artificial intelligence","gobernanza de la inteligencia artificial","EN","ES"
"grabby aliens","extraterrestres acaparadores","EN","ES"
"Great Filter","Gran filtro","EN","ES"
"great power conflict","conflicto entre grandes potencias","EN","ES"
"Guarding Against Pandemics","Guarding Against Pandemics","EN","ES"
"hair-trigger alert","estado de alerta instantáneo","EN","ES"
"Happier Lives Institute","Happier Lives Institute","EN","ES"
"health-adjusted life year","año de vida ajustado por salud","EN","ES"
"hedonium","hedonio","EN","ES"
"Helen Keller International","Helen Keller International","EN","ES"
"hellish existential catastrophe","catástrofe existencial infernal","EN","ES"
"High Impact Athletes","High Impact Athletes","EN","ES"
"high-level machine intelligence","inteligencia artificial de alto nivel","EN","ES"
"hinge of history","bisagra de la historia","EN","ES"
"hits-based giving","filantropía basada en los aciertos ocasionales","EN","ES"
"human challenge trials","estudios de exposición con seres humanos","EN","ES"
"human extinction","extinción humana","EN","ES"
"human-level artificial intelligence","inteligencia artificial de nivel humano","EN","ES"
"human-level AI","IA de nivel humano","EN","ES"
"Humane Slaughter Association","Humane Slaughter Association","EN","ES"
"hyperexistential catastrophe","catástrofe hiperexistencial","EN","ES"
"ideological Turing test","prueba de Turing ideológica","EN","ES"
"immigration reform","reforma migratoria","EN","ES"
"impact assessment","evaluación de impacto","EN","ES"
"impact investing","inversión de impacto","EN","ES"
"impactful","con impacto","EN","ES"
"importance","importancia","EN","ES"
"improving institutional decision making","mejora de la toma de decisiones institucionales","EN","ES"
"in expectation","en términos esperados","EN","ES"
"independent impression","impresión independiente","EN","ES"
"indirect long term effects","efectos indirectos a largo plazo","EN","ES"
"indirect normativity","normatividad indirecta","EN","ES"
"indirection","indirección","EN","ES"
"industrial revolution","Revolución Industrial","EN","ES"
"infinite ethics","ética del infinito","EN","ES"
"information hazard","riesgo de la información","EN","ES"
"information security","seguridad de la información","EN","ES"
"infrastructure profusion","profusión de infraestructura","EN","ES"
"Innovation in Government Initiative","Innovation in Government Initiative","EN","ES"
"Innovations for Poverty Action","Innovations for Poverty Action","EN","ES"
"inside view","perspectiva interna","EN","ES"
"instrumental convergence thesis","tesis de la convergencia instrumental","EN","ES"
"instrumental rationality","racionalidad instrumental","EN","ES"
"instrumental value","valor instrumental","EN","ES"
"intelligence explosion","explosión de inteligencia","EN","ES"
"Intergenerational global public goods","bienes públicos globales intergeneracionales","EN","ES"
"Intermediate-Range Nuclear Forces Treaty","Tratado sobre Fuerzas Nucleares de Rango Intermedio","EN","ES"
"International Atomic Energy Agency","Organismo Internacional de Energía Atómica","EN","ES"
"International Risk Governance Center","International Risk Governance Center","EN","ES"
"interpersonal comparisons of wellbeing","comparaciones interpersonales del bienestar","EN","ES"
"interstellar colonization","colonización interestelar","EN","ES"
"intractable","irresoluble","EN","ES"
"intrinsic value","valor intrínseco","EN","ES"
"introspective hedonism","hedonismo introspectivo","EN","ES"
"intuition of neutrality","intuición de neutralidad","EN","ES"
"invertebrate welfare","bienestar de los invertebrados","EN","ES"
"Invincible Wellbeing","Invincible Wellbeing","EN","ES"
"Iodine Global Network","Iodine Global Network","EN","ES"
"iterated embryo selection","selección de embriones por iteración","EN","ES"
"ITN framework","marco ITD","EN","ES"
"Johns Hopkins Center for Health Security","Johns Hopkins Center for Health Security","EN","ES"
"Joint Comprehensive Plan of Action","Plan de Acción Integral Conjunto","EN","ES"
"land use reform","reforma del uso del suelo","EN","ES"
"large language model","modelo de lenguaje a gran escala","EN","ES"
"large language models","modelos de lenguaje a gran escala","EN","ES"
"Lead Exposure Elimination Project","Lead Exposure Elimination Project","EN","ES"
"Legal Priorities Project","Legal Priorities Project","EN","ES"
"LessWrong","LessWrong","EN","ES"
"Let's Fund","Let's Fund","EN","ES"
"Leverage Research","Leverage Research","EN","ES"
"Leverhulme Center for the Future of Intelligence","Leverhulme Center for the Future of Intelligence","EN","ES"
"life worth living","vida con un saldo positivo de bienestar","EN","ES"
"Local Effective Altruism Network","Local Effective Altruism Network","EN","ES"
"local priorities research","investigación sobre prioridades locales","EN","ES"
"logic of the larder","lógica de la despensa","EN","ES"
"long range forecasting","pronósticación de largo alcance","EN","ES"
"long reflection","era de la reflexión","EN","ES"
"long-run future","futuro a largo plazo","EN","ES"
"long-term AI ethics","ética de la IA a largo plazo","EN","ES"
"long-term future","futuro a largo plazo","EN","ES"
"Long-Term Future Fund","Long-Term Future Fund","EN","ES"
"longtermism","largoplacismo","EN","ES"
"longtermist","largoplacista","EN","ES"
"Longtermist Entrepreneurship Fellowship","Longtermist Entrepreneurship Fellowship","EN","ES"
"longtermist institutional reform","reforma institucional largoplacista","EN","ES"
"longtermists","largoplacistas","EN","ES"
"Longview Philanthropy","Longview Philanthropy","EN","ES"
"low-hanging fruit","oportunidad al alcance de la mano","EN","ES"
"machine intelligence","inteligencia artificial","EN","ES"
"Machine Intelligence Research Institute","Machine Intelligence Research Institute","EN","ES"
"macroeconomic policy","política macroeconómica","EN","ES"
"macrostrategy","macroestrategia","EN","ES"
"Magnify Mentoring","Magnify Mentoring","EN","ES"
"Malaria Consortium","Malaria Consortium","EN","ES"
"malignant AI failure mode","modo de fallo de la IA maligno","EN","ES"
"Manifold Markets","Manifold Markets","EN","ES"
"marginal charity","caridad marginal","EN","ES"
"market efficiency of philanthropy","eficiencia de mercado de la filantropía","EN","ES"
"markets for altruism","mercados para el altruismo","EN","ES"
"mass distribution of long lasting insecticide treated nets","distribución masiva de mosquiteras tratadas con insecticida de larga duración","EN","ES"
"meat eater problem","problema del consumidor de carne","EN","ES"
"mechanism design","diseño de mecanismos","EN","ES"
"Médecins Sans Frontières","Médecins Sans Frontières","EN","ES"
"megaprojects","megaproyectos","EN","ES"
"Metaculus","Metaculus","EN","ES"
"metaethics","metaética","EN","ES"
"metagenomics","metagenómica","EN","ES"
"metascience","metaciencia","EN","ES"
"microfinance","microfinanza","EN","ES"
"micronutrient deficiency","deficiencia de micronutrientes","EN","ES"
"misaligned","desalineado","EN","ES"
"mission-correlated investing","inversión correlacionada con la misión","EN","ES"
"mistake theory","teoría del error","EN","ES"
"model","modelo","EN","ES"
"model uncertainty","incertidumbre sobre los modelos","EN","ES"
"moral advocacy","promoción moral","EN","ES"
"moral circle expansion","ampliación del círculo moral","EN","ES"
"moral cooperation","cooperación moral","EN","ES"
"moral offsetting","compensación moral","EN","ES"
"moral patienthood","posesión de estatus moral","EN","ES"
"moral psychology","psicología moral","EN","ES"
"moral trade","intercambio moral","EN","ES"
"moral uncertainty","incertidumbre moral","EN","ES"
"motivation selection method","método de selección de la motivación","EN","ES"
"movement collapse","colapso del movimiento","EN","ES"
"movement resilience","resiliencia del movimiento","EN","ES"
"naive consequentialism","consecuencialismo ingenuo","EN","ES"
"narrow intervention","intervención estrecha","EN","ES"
"natural existential risk","riesgo existencial natural","EN","ES"
"near future","futuro cercano","EN","ES"
"near-term AI ethics","ética de la IA a corto plazo","EN","ES"
"negative utilitarianism","utilitarismo negativo","EN","ES"
"neglected tropical diseases","enfermedades tropicales desatendidas","EN","ES"
"neglectedness","desatención","EN","ES"
"net-negative","netamente negativo","EN","ES"
"net-positive","netamente positivo","EN","ES"
"neutrality","neutralidad","EN","ES"
"New Harvest","New Harvest","EN","ES"
"non-profit governance","gobernanza de entidades sin ánimo de lucro","EN","ES"
"nonprofit governance","gobernanza de entidades sin ánimo de lucro","EN","ES"
"Nonlinear Fund","Nonlinear Fund","EN","ES"
"normative ethics","ética normativa","EN","ES"
"normative uncertainty","incertidumbre normativa","EN","ES"
"nuclear disarmament movement","movimiento para el desarme nuclear","EN","ES"
"Nuclear Non-Proliferation Treaty","Tratado de No Proliferación Nuclear","EN","ES"
"nuclear security","seguridad nuclear","EN","ES"
"Nuclear Threat Initiative","Nuclear Threat Initiative","EN","ES"
"nuclear war","guerra nuclear","EN","ES"
"nuclear warfare","guerra nuclear","EN","ES"
"nuclear winter","invierno nuclear","EN","ES"
"Nucleic Acid Observatory","Nucleic Acid Observatory","EN","ES"
"object-drive system","sistema dirigido a objetivos","EN","ES"
"object-driven system","sistema dirigido a objetivos","EN","ES"
"object-level","de nivel objeto","EN","ES"
"obligatory altruism","altruismo obligatorio","EN","ES"
"observation selection effect","efecto de selección de la observación","EN","ES"
"observation selection effects","efectos de selección observacional","EN","ES"
"One for the World","One for the World","EN","ES"
"Open Philanthropy","Open Philanthropy","EN","ES"
"OpenAI","OpenAI","EN","ES"
"optimizer's curse","la maldición del optimizador","EN","ES"
"option value","valor de opción","EN","ES"
"Organisation for the Prevention of Intense Suffering","Organisation for the Prevention of Intense Suffering","EN","ES"
"orthogonality thesis","tesis de la ortogonalidad","EN","ES"
"Our Common Agenda","Nuestra Agenda Común","EN","ES"
"Our World in Data","Our World in Data","EN","ES"
"outside view","perspectiva externa","EN","ES"
"overhead","gastos generales","EN","ES"
"Oxford Prioritization Project","Oxford Prioritization Project","EN","ES"
"pandemic preparedness","preparación para las pandemias","EN","ES"
"Pascal's mugging","asalto de Pascal","EN","ES"
"pathogen-agnostic","capaz de detectar cualquier patógeno","EN","ES"
"patient altruism","altruismo paciente","EN","ES"
"patient longtermism","largoplacismo paciente","EN","ES"
"patient philanthropy","filantropía paciente","EN","ES"
"peace and conflict studies","estudios de paz y conflictos","EN","ES"
"People for the Ethical Treatment of Reinforcement Learners","People for the Ethical Treatment of Reinforcement Learners","EN","ES"
"person-affecting views","perspectivas centradas en las personas afectadas","EN","ES"
"personal protective equipment","equipo de protección personal","EN","ES"
"philanthropic coordination","coordinación filantrópica","EN","ES"
"philanthropic diversification","diversificación filantrópica","EN","ES"
"philosophy of effective altruism","filosofía del altruismo eficaz","EN","ES"
"Pineapple Operations","Pineapple Operations","EN","ES"
"PlayPump","PlayPump","EN","ES"
"Ploughshares Fund","Ploughshares Fund","EN","ES"
"Polaris Ventures","Polaris Ventures","EN","ES"
"Policy Entrepreneurship Network","Policy Entrepreneurship Network","EN","ES"
"population ethics","ética de la población","EN","ES"
"prediction markets","mercados de predicciones","EN","ES"
"present generation","generación presente","EN","ES"
"principle of epistemic deference","principio de deferencia epistémica","EN","ES"
"prioritarianism","prioritarismo","EN","ES"
"progress studies","estudios sobre el progreso","EN","ES"
"proxy variable","variable proxy","EN","ES"
"public giving","donación pública","EN","ES"
"public goods","bienes públicos","EN","ES"
"public interest technology","tecnología de interés público","EN","ES"
